,DataSetName,ColumnName,ColumnType,Encoder,EncoderForOthers,Score,nuuniquevalues
4166,titanic,Embarked,Nominal,HelmertEncoder,HelmertEncoder,0.823728813559322,3.0
4167,titanic,Embarked,Nominal,HelmertEncoder,FrequencyEncoder,0.735593220338983,3.0
4168,titanic,Embarked,Nominal,HelmertEncoder,BaseNEncoder,0.7559322033898305,3.0
4169,titanic,Embarked,Nominal,HelmertEncoder,OneHotEncoder,0.7796610169491526,3.0
4170,titanic,Embarked,Nominal,FrequencyEncoder,BinaryEncoder,0.752542372881356,3.0
4171,titanic,Embarked,Nominal,FrequencyEncoder,JamesSteinEncoder,0.9864406779661017,3.0
4172,titanic,Embarked,Nominal,FrequencyEncoder,SumEncoder,0.8169491525423729,3.0
4173,titanic,Embarked,Nominal,FrequencyEncoder,HashingEncoder,0.6372881355932203,3.0
4174,titanic,Embarked,Nominal,FrequencyEncoder,LabelEncoder,0.7457627118644068,3.0
4175,titanic,Embarked,Nominal,FrequencyEncoder,TargetEncoder,0.8305084745762712,3.0
4176,titanic,Embarked,Nominal,FrequencyEncoder,HelmertEncoder,0.8169491525423729,3.0
4177,titanic,Embarked,Nominal,FrequencyEncoder,FrequencyEncoder,0.7423728813559322,3.0
4178,titanic,Embarked,Nominal,FrequencyEncoder,BaseNEncoder,0.752542372881356,3.0
4179,titanic,Embarked,Nominal,FrequencyEncoder,OneHotEncoder,0.8033898305084746,3.0
4180,titanic,Embarked,Nominal,BaseNEncoder,BinaryEncoder,0.752542372881356,3.0
4181,titanic,Embarked,Nominal,BaseNEncoder,JamesSteinEncoder,0.9830508474576272,3.0
4182,titanic,Embarked,Nominal,BaseNEncoder,SumEncoder,0.8033898305084746,3.0
4183,titanic,Embarked,Nominal,BaseNEncoder,HashingEncoder,0.6338983050847458,3.0
4184,titanic,Embarked,Nominal,BaseNEncoder,LabelEncoder,0.7593220338983051,3.0
4185,titanic,Embarked,Nominal,BaseNEncoder,TargetEncoder,0.8440677966101695,3.0
4186,titanic,Embarked,Nominal,BaseNEncoder,HelmertEncoder,0.8203389830508474,3.0
4187,titanic,Embarked,Nominal,BaseNEncoder,FrequencyEncoder,0.752542372881356,3.0
4188,titanic,Embarked,Nominal,BaseNEncoder,BaseNEncoder,0.752542372881356,3.0
4189,titanic,Embarked,Nominal,BaseNEncoder,OneHotEncoder,0.7932203389830509,3.0
4190,titanic,Embarked,Nominal,OneHotEncoder,BinaryEncoder,0.7084745762711865,3.0
4191,titanic,Embarked,Nominal,OneHotEncoder,JamesSteinEncoder,0.9864406779661017,3.0
4192,titanic,Embarked,Nominal,OneHotEncoder,SumEncoder,0.8,3.0
4193,titanic,Embarked,Nominal,OneHotEncoder,HashingEncoder,0.6610169491525424,3.0
4194,titanic,Embarked,Nominal,OneHotEncoder,LabelEncoder,0.7389830508474576,3.0
4195,titanic,Embarked,Nominal,OneHotEncoder,TargetEncoder,0.8372881355932204,3.0
4196,titanic,Embarked,Nominal,OneHotEncoder,HelmertEncoder,0.8169491525423729,3.0
4197,titanic,Embarked,Nominal,OneHotEncoder,FrequencyEncoder,0.7491525423728813,3.0
4198,titanic,Embarked,Nominal,OneHotEncoder,BaseNEncoder,0.7084745762711865,3.0
4199,titanic,Embarked,Nominal,OneHotEncoder,OneHotEncoder,0.8033898305084746,3.0
4200,titanic,Cabin,Nominal,BinaryEncoder,BinaryEncoder,0.7559322033898305,145.0
4201,titanic,Cabin,Nominal,BinaryEncoder,JamesSteinEncoder,0.9864406779661017,145.0
4202,titanic,Cabin,Nominal,BinaryEncoder,SumEncoder,0.7932203389830509,145.0
4203,titanic,Cabin,Nominal,BinaryEncoder,HashingEncoder,0.6508474576271186,145.0
4204,titanic,Cabin,Nominal,BinaryEncoder,LabelEncoder,0.7559322033898305,145.0
4205,titanic,Cabin,Nominal,BinaryEncoder,TargetEncoder,0.8338983050847457,145.0
4206,titanic,Cabin,Nominal,BinaryEncoder,HelmertEncoder,0.8135593220338984,145.0
4207,titanic,Cabin,Nominal,BinaryEncoder,FrequencyEncoder,0.7457627118644068,145.0
4208,titanic,Cabin,Nominal,BinaryEncoder,BaseNEncoder,0.7559322033898305,145.0
4209,titanic,Cabin,Nominal,BinaryEncoder,OneHotEncoder,0.7932203389830509,145.0
4210,titanic,Cabin,Nominal,JamesSteinEncoder,BinaryEncoder,0.7830508474576271,145.0
4211,titanic,Cabin,Nominal,JamesSteinEncoder,JamesSteinEncoder,0.9830508474576272,145.0
4212,titanic,Cabin,Nominal,JamesSteinEncoder,SumEncoder,0.8576271186440678,145.0
4213,titanic,Cabin,Nominal,JamesSteinEncoder,HashingEncoder,0.7186440677966102,145.0
4214,titanic,Cabin,Nominal,JamesSteinEncoder,LabelEncoder,0.8,145.0
4215,titanic,Cabin,Nominal,JamesSteinEncoder,TargetEncoder,0.8813559322033898,145.0
4216,titanic,Cabin,Nominal,JamesSteinEncoder,HelmertEncoder,0.8610169491525423,145.0
4217,titanic,Cabin,Nominal,JamesSteinEncoder,FrequencyEncoder,0.8067796610169492,145.0
4218,titanic,Cabin,Nominal,JamesSteinEncoder,BaseNEncoder,0.7830508474576271,145.0
4219,titanic,Cabin,Nominal,JamesSteinEncoder,OneHotEncoder,0.8576271186440678,145.0
4220,titanic,Cabin,Nominal,SumEncoder,BinaryEncoder,0.7457627118644068,145.0
4221,titanic,Cabin,Nominal,SumEncoder,JamesSteinEncoder,0.9898305084745763,145.0
4222,titanic,Cabin,Nominal,SumEncoder,SumEncoder,0.8033898305084746,145.0
4223,titanic,Cabin,Nominal,SumEncoder,HashingEncoder,0.6677966101694915,145.0
4224,titanic,Cabin,Nominal,SumEncoder,LabelEncoder,0.7423728813559322,145.0
4225,titanic,Cabin,Nominal,SumEncoder,TargetEncoder,0.8338983050847457,145.0
4226,titanic,Cabin,Nominal,SumEncoder,HelmertEncoder,0.8033898305084746,145.0
4227,titanic,Cabin,Nominal,SumEncoder,FrequencyEncoder,0.7322033898305085,145.0
4228,titanic,Cabin,Nominal,SumEncoder,BaseNEncoder,0.7457627118644068,145.0
4229,titanic,Cabin,Nominal,SumEncoder,OneHotEncoder,0.8033898305084746,145.0
4230,titanic,Cabin,Nominal,HashingEncoder,BinaryEncoder,0.752542372881356,145.0
4231,titanic,Cabin,Nominal,HashingEncoder,JamesSteinEncoder,0.9898305084745763,145.0
4232,titanic,Cabin,Nominal,HashingEncoder,SumEncoder,0.8135593220338984,145.0
4233,titanic,Cabin,Nominal,HashingEncoder,HashingEncoder,0.6677966101694915,145.0
4234,titanic,Cabin,Nominal,HashingEncoder,LabelEncoder,0.752542372881356,145.0
4235,titanic,Cabin,Nominal,HashingEncoder,TargetEncoder,0.8271186440677966,145.0
4236,titanic,Cabin,Nominal,HashingEncoder,HelmertEncoder,0.823728813559322,145.0
4237,titanic,Cabin,Nominal,HashingEncoder,FrequencyEncoder,0.7389830508474576,145.0
4238,titanic,Cabin,Nominal,HashingEncoder,BaseNEncoder,0.752542372881356,145.0
4239,titanic,Cabin,Nominal,HashingEncoder,OneHotEncoder,0.8067796610169492,145.0
4240,titanic,Cabin,Nominal,LabelEncoder,BinaryEncoder,0.7457627118644068,145.0
4241,titanic,Cabin,Nominal,LabelEncoder,JamesSteinEncoder,0.9864406779661017,145.0
4242,titanic,Cabin,Nominal,LabelEncoder,SumEncoder,0.8067796610169492,145.0
4243,titanic,Cabin,Nominal,LabelEncoder,HashingEncoder,0.6745762711864407,145.0
4244,titanic,Cabin,Nominal,LabelEncoder,LabelEncoder,0.752542372881356,145.0
4245,titanic,Cabin,Nominal,LabelEncoder,TargetEncoder,0.8406779661016949,145.0
4246,titanic,Cabin,Nominal,LabelEncoder,HelmertEncoder,0.8067796610169492,145.0
4247,titanic,Cabin,Nominal,LabelEncoder,FrequencyEncoder,0.7661016949152543,145.0
4248,titanic,Cabin,Nominal,LabelEncoder,BaseNEncoder,0.7457627118644068,145.0
4249,titanic,Cabin,Nominal,LabelEncoder,OneHotEncoder,0.8101694915254237,145.0
4250,titanic,Cabin,Nominal,TargetEncoder,BinaryEncoder,0.7864406779661017,145.0
4251,titanic,Cabin,Nominal,TargetEncoder,JamesSteinEncoder,0.9864406779661017,145.0
4252,titanic,Cabin,Nominal,TargetEncoder,SumEncoder,0.8169491525423729,145.0
4253,titanic,Cabin,Nominal,TargetEncoder,HashingEncoder,0.6508474576271186,145.0
4254,titanic,Cabin,Nominal,TargetEncoder,LabelEncoder,0.7593220338983051,145.0
4255,titanic,Cabin,Nominal,TargetEncoder,TargetEncoder,0.8338983050847457,145.0
4256,titanic,Cabin,Nominal,TargetEncoder,HelmertEncoder,0.8203389830508474,145.0
4257,titanic,Cabin,Nominal,TargetEncoder,FrequencyEncoder,0.7593220338983051,145.0
4258,titanic,Cabin,Nominal,TargetEncoder,BaseNEncoder,0.7864406779661017,145.0
4259,titanic,Cabin,Nominal,TargetEncoder,OneHotEncoder,0.8203389830508474,145.0
4260,titanic,Cabin,Nominal,HelmertEncoder,BinaryEncoder,0.752542372881356,145.0
4261,titanic,Cabin,Nominal,HelmertEncoder,JamesSteinEncoder,0.9864406779661017,145.0
4262,titanic,Cabin,Nominal,HelmertEncoder,SumEncoder,0.8203389830508474,145.0
4263,titanic,Cabin,Nominal,HelmertEncoder,HashingEncoder,0.6677966101694915,145.0
4264,titanic,Cabin,Nominal,HelmertEncoder,LabelEncoder,0.752542372881356,145.0
4265,titanic,Cabin,Nominal,HelmertEncoder,TargetEncoder,0.8406779661016949,145.0
4266,titanic,Cabin,Nominal,HelmertEncoder,HelmertEncoder,0.8169491525423729,145.0
4267,titanic,Cabin,Nominal,HelmertEncoder,FrequencyEncoder,0.7694915254237288,145.0
4268,titanic,Cabin,Nominal,HelmertEncoder,BaseNEncoder,0.752542372881356,145.0
4269,titanic,Cabin,Nominal,HelmertEncoder,OneHotEncoder,0.8203389830508474,145.0
4270,titanic,Cabin,Nominal,FrequencyEncoder,BinaryEncoder,0.7322033898305085,145.0
4271,titanic,Cabin,Nominal,FrequencyEncoder,JamesSteinEncoder,0.9864406779661017,145.0
4272,titanic,Cabin,Nominal,FrequencyEncoder,SumEncoder,0.8135593220338984,145.0
4273,titanic,Cabin,Nominal,FrequencyEncoder,HashingEncoder,0.6813559322033899,145.0
4274,titanic,Cabin,Nominal,FrequencyEncoder,LabelEncoder,0.752542372881356,145.0
4275,titanic,Cabin,Nominal,FrequencyEncoder,TargetEncoder,0.7966101694915254,145.0
4276,titanic,Cabin,Nominal,FrequencyEncoder,HelmertEncoder,0.8135593220338984,145.0
4277,titanic,Cabin,Nominal,FrequencyEncoder,FrequencyEncoder,0.7423728813559322,145.0
4278,titanic,Cabin,Nominal,FrequencyEncoder,BaseNEncoder,0.7322033898305085,145.0
4279,titanic,Cabin,Nominal,FrequencyEncoder,OneHotEncoder,0.8169491525423729,145.0
4280,titanic,Cabin,Nominal,BaseNEncoder,BinaryEncoder,0.7559322033898305,145.0
4281,titanic,Cabin,Nominal,BaseNEncoder,JamesSteinEncoder,0.9864406779661017,145.0
4282,titanic,Cabin,Nominal,BaseNEncoder,SumEncoder,0.7932203389830509,145.0
4283,titanic,Cabin,Nominal,BaseNEncoder,HashingEncoder,0.6508474576271186,145.0
4284,titanic,Cabin,Nominal,BaseNEncoder,LabelEncoder,0.7559322033898305,145.0
4285,titanic,Cabin,Nominal,BaseNEncoder,TargetEncoder,0.8338983050847457,145.0
4286,titanic,Cabin,Nominal,BaseNEncoder,HelmertEncoder,0.8135593220338984,145.0
4287,titanic,Cabin,Nominal,BaseNEncoder,FrequencyEncoder,0.7457627118644068,145.0
4288,titanic,Cabin,Nominal,BaseNEncoder,BaseNEncoder,0.7559322033898305,145.0
4289,titanic,Cabin,Nominal,BaseNEncoder,OneHotEncoder,0.7932203389830509,145.0
4290,titanic,Cabin,Nominal,OneHotEncoder,BinaryEncoder,0.7491525423728813,145.0
4291,titanic,Cabin,Nominal,OneHotEncoder,JamesSteinEncoder,0.9796610169491525,145.0
4292,titanic,Cabin,Nominal,OneHotEncoder,SumEncoder,0.7966101694915254,145.0
4293,titanic,Cabin,Nominal,OneHotEncoder,HashingEncoder,0.6271186440677966,145.0
4294,titanic,Cabin,Nominal,OneHotEncoder,LabelEncoder,0.7559322033898305,145.0
4295,titanic,Cabin,Nominal,OneHotEncoder,TargetEncoder,0.8440677966101695,145.0
4296,titanic,Cabin,Nominal,OneHotEncoder,HelmertEncoder,0.8067796610169492,145.0
4297,titanic,Cabin,Nominal,OneHotEncoder,FrequencyEncoder,0.7322033898305085,145.0
4298,titanic,Cabin,Nominal,OneHotEncoder,BaseNEncoder,0.7491525423728813,145.0
4299,titanic,Cabin,Nominal,OneHotEncoder,OneHotEncoder,0.8067796610169492,145.0
4300,bridges,MATERIAL,Nominal,BinaryEncoder,BinaryEncoder,0.7142857142857143,3.0
4301,bridges,MATERIAL,Nominal,BinaryEncoder,JamesSteinEncoder,0.7142857142857143,3.0
4302,bridges,MATERIAL,Nominal,BinaryEncoder,SumEncoder,0.7714285714285715,3.0
4303,bridges,MATERIAL,Nominal,BinaryEncoder,HashingEncoder,0.7714285714285715,3.0
4304,bridges,MATERIAL,Nominal,BinaryEncoder,LabelEncoder,0.8,3.0
4305,bridges,MATERIAL,Nominal,BinaryEncoder,TargetEncoder,0.7142857142857143,3.0
4306,bridges,MATERIAL,Nominal,BinaryEncoder,HelmertEncoder,0.7142857142857143,3.0
4307,bridges,MATERIAL,Nominal,BinaryEncoder,FrequencyEncoder,0.7142857142857143,3.0
4308,bridges,MATERIAL,Nominal,BinaryEncoder,BaseNEncoder,0.7142857142857143,3.0
4309,bridges,MATERIAL,Nominal,BinaryEncoder,OneHotEncoder,0.7714285714285715,3.0
4310,bridges,MATERIAL,Nominal,JamesSteinEncoder,BinaryEncoder,0.7142857142857143,3.0
4311,bridges,MATERIAL,Nominal,JamesSteinEncoder,JamesSteinEncoder,0.7142857142857143,3.0
4312,bridges,MATERIAL,Nominal,JamesSteinEncoder,SumEncoder,0.7142857142857143,3.0
4313,bridges,MATERIAL,Nominal,JamesSteinEncoder,HashingEncoder,0.7428571428571429,3.0
4314,bridges,MATERIAL,Nominal,JamesSteinEncoder,LabelEncoder,0.8,3.0
4315,bridges,MATERIAL,Nominal,JamesSteinEncoder,TargetEncoder,0.7142857142857143,3.0
4316,bridges,MATERIAL,Nominal,JamesSteinEncoder,HelmertEncoder,0.7714285714285715,3.0
4317,bridges,MATERIAL,Nominal,JamesSteinEncoder,FrequencyEncoder,0.7142857142857143,3.0
4318,bridges,MATERIAL,Nominal,JamesSteinEncoder,BaseNEncoder,0.7142857142857143,3.0
4319,bridges,MATERIAL,Nominal,JamesSteinEncoder,OneHotEncoder,0.7142857142857143,3.0
4320,bridges,MATERIAL,Nominal,SumEncoder,BinaryEncoder,0.7142857142857143,3.0
4321,bridges,MATERIAL,Nominal,SumEncoder,JamesSteinEncoder,0.7142857142857143,3.0
4322,bridges,MATERIAL,Nominal,SumEncoder,SumEncoder,0.7142857142857143,3.0
4323,bridges,MATERIAL,Nominal,SumEncoder,HashingEncoder,0.7428571428571429,3.0
4324,bridges,MATERIAL,Nominal,SumEncoder,LabelEncoder,0.8,3.0
4325,bridges,MATERIAL,Nominal,SumEncoder,TargetEncoder,0.7142857142857143,3.0
4326,bridges,MATERIAL,Nominal,SumEncoder,HelmertEncoder,0.7142857142857143,3.0
4327,bridges,MATERIAL,Nominal,SumEncoder,FrequencyEncoder,0.7142857142857143,3.0
4328,bridges,MATERIAL,Nominal,SumEncoder,BaseNEncoder,0.7142857142857143,3.0
4329,bridges,MATERIAL,Nominal,SumEncoder,OneHotEncoder,0.7714285714285715,3.0
4330,bridges,MATERIAL,Nominal,HashingEncoder,BinaryEncoder,0.7142857142857143,3.0
4331,bridges,MATERIAL,Nominal,HashingEncoder,JamesSteinEncoder,0.7142857142857143,3.0
4332,bridges,MATERIAL,Nominal,HashingEncoder,SumEncoder,0.8,3.0
4333,bridges,MATERIAL,Nominal,HashingEncoder,HashingEncoder,0.7714285714285715,3.0
4334,bridges,MATERIAL,Nominal,HashingEncoder,LabelEncoder,0.8,3.0
4335,bridges,MATERIAL,Nominal,HashingEncoder,TargetEncoder,0.7142857142857143,3.0
4336,bridges,MATERIAL,Nominal,HashingEncoder,HelmertEncoder,0.7142857142857143,3.0
4337,bridges,MATERIAL,Nominal,HashingEncoder,FrequencyEncoder,0.7142857142857143,3.0
4338,bridges,MATERIAL,Nominal,HashingEncoder,BaseNEncoder,0.7142857142857143,3.0
4339,bridges,MATERIAL,Nominal,HashingEncoder,OneHotEncoder,0.8,3.0
4340,bridges,MATERIAL,Nominal,LabelEncoder,BinaryEncoder,0.7142857142857143,3.0
4341,bridges,MATERIAL,Nominal,LabelEncoder,JamesSteinEncoder,0.7142857142857143,3.0
4342,bridges,MATERIAL,Nominal,LabelEncoder,SumEncoder,0.7142857142857143,3.0
4343,bridges,MATERIAL,Nominal,LabelEncoder,HashingEncoder,0.7428571428571429,3.0
4344,bridges,MATERIAL,Nominal,LabelEncoder,LabelEncoder,0.8,3.0
4345,bridges,MATERIAL,Nominal,LabelEncoder,TargetEncoder,0.7142857142857143,3.0
4346,bridges,MATERIAL,Nominal,LabelEncoder,HelmertEncoder,0.7714285714285715,3.0
4347,bridges,MATERIAL,Nominal,LabelEncoder,FrequencyEncoder,0.7142857142857143,3.0
4348,bridges,MATERIAL,Nominal,LabelEncoder,BaseNEncoder,0.7142857142857143,3.0
4349,bridges,MATERIAL,Nominal,LabelEncoder,OneHotEncoder,0.7142857142857143,3.0
4350,bridges,MATERIAL,Nominal,TargetEncoder,BinaryEncoder,0.7142857142857143,3.0
4351,bridges,MATERIAL,Nominal,TargetEncoder,JamesSteinEncoder,0.7142857142857143,3.0
4352,bridges,MATERIAL,Nominal,TargetEncoder,SumEncoder,0.7142857142857143,3.0
4353,bridges,MATERIAL,Nominal,TargetEncoder,HashingEncoder,0.7428571428571429,3.0
4354,bridges,MATERIAL,Nominal,TargetEncoder,LabelEncoder,0.8,3.0
4355,bridges,MATERIAL,Nominal,TargetEncoder,TargetEncoder,0.7142857142857143,3.0
4356,bridges,MATERIAL,Nominal,TargetEncoder,HelmertEncoder,0.7714285714285715,3.0
4357,bridges,MATERIAL,Nominal,TargetEncoder,FrequencyEncoder,0.7142857142857143,3.0
4358,bridges,MATERIAL,Nominal,TargetEncoder,BaseNEncoder,0.7142857142857143,3.0
4359,bridges,MATERIAL,Nominal,TargetEncoder,OneHotEncoder,0.7142857142857143,3.0
4360,bridges,MATERIAL,Nominal,HelmertEncoder,BinaryEncoder,0.7142857142857143,3.0
4361,bridges,MATERIAL,Nominal,HelmertEncoder,JamesSteinEncoder,0.7142857142857143,3.0
4362,bridges,MATERIAL,Nominal,HelmertEncoder,SumEncoder,0.7714285714285715,3.0
4363,bridges,MATERIAL,Nominal,HelmertEncoder,HashingEncoder,0.7428571428571429,3.0
4364,bridges,MATERIAL,Nominal,HelmertEncoder,LabelEncoder,0.8,3.0
4365,bridges,MATERIAL,Nominal,HelmertEncoder,TargetEncoder,0.7142857142857143,3.0
4366,bridges,MATERIAL,Nominal,HelmertEncoder,HelmertEncoder,0.7142857142857143,3.0
4367,bridges,MATERIAL,Nominal,HelmertEncoder,FrequencyEncoder,0.7142857142857143,3.0
4368,bridges,MATERIAL,Nominal,HelmertEncoder,BaseNEncoder,0.7142857142857143,3.0
4369,bridges,MATERIAL,Nominal,HelmertEncoder,OneHotEncoder,0.6857142857142857,3.0
4370,bridges,MATERIAL,Nominal,FrequencyEncoder,BinaryEncoder,0.6571428571428571,3.0
4371,bridges,MATERIAL,Nominal,FrequencyEncoder,JamesSteinEncoder,0.7142857142857143,3.0
4372,bridges,MATERIAL,Nominal,FrequencyEncoder,SumEncoder,0.7142857142857143,3.0
4373,bridges,MATERIAL,Nominal,FrequencyEncoder,HashingEncoder,0.6857142857142857,3.0
4374,bridges,MATERIAL,Nominal,FrequencyEncoder,LabelEncoder,0.8,3.0
4375,bridges,MATERIAL,Nominal,FrequencyEncoder,TargetEncoder,0.7142857142857143,3.0
4376,bridges,MATERIAL,Nominal,FrequencyEncoder,HelmertEncoder,0.7714285714285715,3.0
4377,bridges,MATERIAL,Nominal,FrequencyEncoder,FrequencyEncoder,0.6285714285714286,3.0
4378,bridges,MATERIAL,Nominal,FrequencyEncoder,BaseNEncoder,0.6571428571428571,3.0
4379,bridges,MATERIAL,Nominal,FrequencyEncoder,OneHotEncoder,0.6857142857142857,3.0
4380,bridges,MATERIAL,Nominal,BaseNEncoder,BinaryEncoder,0.7142857142857143,3.0
4381,bridges,MATERIAL,Nominal,BaseNEncoder,JamesSteinEncoder,0.7142857142857143,3.0
4382,bridges,MATERIAL,Nominal,BaseNEncoder,SumEncoder,0.7714285714285715,3.0
4383,bridges,MATERIAL,Nominal,BaseNEncoder,HashingEncoder,0.7714285714285715,3.0
4384,bridges,MATERIAL,Nominal,BaseNEncoder,LabelEncoder,0.8,3.0
4385,bridges,MATERIAL,Nominal,BaseNEncoder,TargetEncoder,0.7142857142857143,3.0
4386,bridges,MATERIAL,Nominal,BaseNEncoder,HelmertEncoder,0.7142857142857143,3.0
4387,bridges,MATERIAL,Nominal,BaseNEncoder,FrequencyEncoder,0.7142857142857143,3.0
4388,bridges,MATERIAL,Nominal,BaseNEncoder,BaseNEncoder,0.7142857142857143,3.0
4389,bridges,MATERIAL,Nominal,BaseNEncoder,OneHotEncoder,0.7714285714285715,3.0
4390,bridges,MATERIAL,Nominal,OneHotEncoder,BinaryEncoder,0.7142857142857143,3.0
4391,bridges,MATERIAL,Nominal,OneHotEncoder,JamesSteinEncoder,0.7142857142857143,3.0
4392,bridges,MATERIAL,Nominal,OneHotEncoder,SumEncoder,0.7142857142857143,3.0
4393,bridges,MATERIAL,Nominal,OneHotEncoder,HashingEncoder,0.7714285714285715,3.0
4394,bridges,MATERIAL,Nominal,OneHotEncoder,LabelEncoder,0.8,3.0
4395,bridges,MATERIAL,Nominal,OneHotEncoder,TargetEncoder,0.7142857142857143,3.0
4396,bridges,MATERIAL,Nominal,OneHotEncoder,HelmertEncoder,0.8,3.0
4397,bridges,MATERIAL,Nominal,OneHotEncoder,FrequencyEncoder,0.7428571428571429,3.0
4398,bridges,MATERIAL,Nominal,OneHotEncoder,BaseNEncoder,0.7142857142857143,3.0
4399,bridges,MATERIAL,Nominal,OneHotEncoder,OneHotEncoder,0.6857142857142857,3.0
4400,bridges,RIVER,Nominal,BinaryEncoder,BinaryEncoder,0.7142857142857143,4.0
4401,bridges,RIVER,Nominal,BinaryEncoder,JamesSteinEncoder,0.7142857142857143,4.0
4402,bridges,RIVER,Nominal,BinaryEncoder,SumEncoder,0.7142857142857143,4.0
4403,bridges,RIVER,Nominal,BinaryEncoder,HashingEncoder,0.7428571428571429,4.0
4404,bridges,RIVER,Nominal,BinaryEncoder,LabelEncoder,0.7714285714285715,4.0
4405,bridges,RIVER,Nominal,BinaryEncoder,TargetEncoder,0.7142857142857143,4.0
4406,bridges,RIVER,Nominal,BinaryEncoder,HelmertEncoder,0.8,4.0
4407,bridges,RIVER,Nominal,BinaryEncoder,FrequencyEncoder,0.6285714285714286,4.0
4408,bridges,RIVER,Nominal,BinaryEncoder,BaseNEncoder,0.7142857142857143,4.0
4409,bridges,RIVER,Nominal,BinaryEncoder,OneHotEncoder,0.7142857142857143,4.0
4410,bridges,RIVER,Nominal,JamesSteinEncoder,BinaryEncoder,0.7142857142857143,4.0
4411,bridges,RIVER,Nominal,JamesSteinEncoder,JamesSteinEncoder,0.7142857142857143,4.0
4412,bridges,RIVER,Nominal,JamesSteinEncoder,SumEncoder,0.8,4.0
4413,bridges,RIVER,Nominal,JamesSteinEncoder,HashingEncoder,0.7428571428571429,4.0
4414,bridges,RIVER,Nominal,JamesSteinEncoder,LabelEncoder,0.7714285714285715,4.0
4415,bridges,RIVER,Nominal,JamesSteinEncoder,TargetEncoder,0.7142857142857143,4.0
4416,bridges,RIVER,Nominal,JamesSteinEncoder,HelmertEncoder,0.8,4.0
4417,bridges,RIVER,Nominal,JamesSteinEncoder,FrequencyEncoder,0.6571428571428571,4.0
4418,bridges,RIVER,Nominal,JamesSteinEncoder,BaseNEncoder,0.7142857142857143,4.0
4419,bridges,RIVER,Nominal,JamesSteinEncoder,OneHotEncoder,0.8,4.0
4420,bridges,RIVER,Nominal,SumEncoder,BinaryEncoder,0.7142857142857143,4.0
4421,bridges,RIVER,Nominal,SumEncoder,JamesSteinEncoder,0.7142857142857143,4.0
4422,bridges,RIVER,Nominal,SumEncoder,SumEncoder,0.7142857142857143,4.0
4423,bridges,RIVER,Nominal,SumEncoder,HashingEncoder,0.7428571428571429,4.0
4424,bridges,RIVER,Nominal,SumEncoder,LabelEncoder,0.7714285714285715,4.0
4425,bridges,RIVER,Nominal,SumEncoder,TargetEncoder,0.7142857142857143,4.0
4426,bridges,RIVER,Nominal,SumEncoder,HelmertEncoder,0.7142857142857143,4.0
4427,bridges,RIVER,Nominal,SumEncoder,FrequencyEncoder,0.6857142857142857,4.0
4428,bridges,RIVER,Nominal,SumEncoder,BaseNEncoder,0.7142857142857143,4.0
4429,bridges,RIVER,Nominal,SumEncoder,OneHotEncoder,0.7714285714285715,4.0
4430,bridges,RIVER,Nominal,HashingEncoder,BinaryEncoder,0.7428571428571429,4.0
4431,bridges,RIVER,Nominal,HashingEncoder,JamesSteinEncoder,0.6857142857142857,4.0
4432,bridges,RIVER,Nominal,HashingEncoder,SumEncoder,0.7142857142857143,4.0
4433,bridges,RIVER,Nominal,HashingEncoder,HashingEncoder,0.7428571428571429,4.0
4434,bridges,RIVER,Nominal,HashingEncoder,LabelEncoder,0.7428571428571429,4.0
4435,bridges,RIVER,Nominal,HashingEncoder,TargetEncoder,0.6857142857142857,4.0
4436,bridges,RIVER,Nominal,HashingEncoder,HelmertEncoder,0.7714285714285715,4.0
4437,bridges,RIVER,Nominal,HashingEncoder,FrequencyEncoder,0.6571428571428571,4.0
4438,bridges,RIVER,Nominal,HashingEncoder,BaseNEncoder,0.7428571428571429,4.0
4439,bridges,RIVER,Nominal,HashingEncoder,OneHotEncoder,0.7714285714285715,4.0
4440,bridges,RIVER,Nominal,LabelEncoder,BinaryEncoder,0.7142857142857143,4.0
4441,bridges,RIVER,Nominal,LabelEncoder,JamesSteinEncoder,0.7142857142857143,4.0
4442,bridges,RIVER,Nominal,LabelEncoder,SumEncoder,0.8,4.0
4443,bridges,RIVER,Nominal,LabelEncoder,HashingEncoder,0.7428571428571429,4.0
4444,bridges,RIVER,Nominal,LabelEncoder,LabelEncoder,0.7714285714285715,4.0
4445,bridges,RIVER,Nominal,LabelEncoder,TargetEncoder,0.7142857142857143,4.0
4446,bridges,RIVER,Nominal,LabelEncoder,HelmertEncoder,0.8,4.0
4447,bridges,RIVER,Nominal,LabelEncoder,FrequencyEncoder,0.6571428571428571,4.0
4448,bridges,RIVER,Nominal,LabelEncoder,BaseNEncoder,0.7142857142857143,4.0
4449,bridges,RIVER,Nominal,LabelEncoder,OneHotEncoder,0.8,4.0
4450,bridges,RIVER,Nominal,TargetEncoder,BinaryEncoder,0.7142857142857143,4.0
4451,bridges,RIVER,Nominal,TargetEncoder,JamesSteinEncoder,0.7142857142857143,4.0
4452,bridges,RIVER,Nominal,TargetEncoder,SumEncoder,0.8,4.0
4453,bridges,RIVER,Nominal,TargetEncoder,HashingEncoder,0.7428571428571429,4.0
4454,bridges,RIVER,Nominal,TargetEncoder,LabelEncoder,0.7714285714285715,4.0
4455,bridges,RIVER,Nominal,TargetEncoder,TargetEncoder,0.7142857142857143,4.0
4456,bridges,RIVER,Nominal,TargetEncoder,HelmertEncoder,0.8,4.0
